URI,Label,Definition,Notation,Status,AcceptedDate
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/W6210,Renewable municipal waste,,W6210,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/W6210F,Renewable municipal waste - co-firing,,W6210F,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/W6220,Non-renewable municipal waste,,W6220,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/W6220F,Non-renewable municipal waste - co-firing,,W6220F,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/W6100_6220,Non-renewable waste,,W6100_6220,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/E7000,Electricity,,E7000,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/H8000,Heat,,H8000,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/N9000,Nuclear fuels and other fuels n.e.c.,,N9000,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/N900H,Nuclear heat,,N900H,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/N9100,"Uranium, plutonium and thorium",,N9100,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/N9110,Uranium and thorium ores,,N9110,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/N9190,"Other uranium, plutonium and thorium",,N9190,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/N9200,Other nuclear fuels,,N9200,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/X9900,Other fuels n.e.c.,,X9900,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/X9900R,Other fuels n.e.c. - renewable,,X9900R,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/X9900NR,Other fuels n.e.c. - non-renewable,,X9900NR,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/X9900H,Other fuels n.e.c. - heat from chemical sources,,X9900H,valid,07/12/2018
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/SFF_P1000,Solid fossil fuels and peat,,SFF_P1000,valid,28/01/2019
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/G3000_C0350-370,Gas,,G3000_C0350-370,valid,28/01/2019
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/O4000XBIO,Oil and petroleum products (excluding biofuel portion),,O4000XBIO,valid,28/01/2019
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/O4100_TOT_4200-4500XBIO,"Crude oil, NGL, refinery feedstocks, additives and oxygenates and other hydrocarbons (excluding biofuel portion)",,O4100_TOT_4200-4500XBIO,valid,28/01/2019
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/O4600XBIO,Oil products (excluding biofuel portion),,O4600XBIO,valid,28/01/2019
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/FF,Fossil fuels,,FF,valid,08/08/2019
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/SFF_P1000_S2000,"Solid fossil fuels, peat, peat products, oil shale and oil sands",,SFF_P1000_S2000,valid,24/09/2019
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/ROIL,Refined oil products,,ROIL,valid,11/12/2019
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/BIOE,Bioenergy,,BIOE,valid,27/03/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/FE,Fossil energy,,FE,valid,20/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5250S,Sustainable biofuels,,R5250S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5251S,Sustainable biofuels Annex IX,,R5251S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5252S,"Sustainable biofuels Annex IX, Part A",,R5252S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5253S,"Sustainable biofuels Annex IX, Part A (a) - from algae",,R5253S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5254S,"Sustainable biofuels Annex IX, Part A (b) - from biomass in mixed municipal waste",,R5254S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5255S,"Sustainable biofuels Annex IX, Part A (c) - from biowaste",,R5255S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5256S,"Sustainable biofuels Annex IX, Part A (d) - from biomass in industrial waste",,R5256S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5257S,"Sustainable biofuels Annex IX, Part A (e) - from straw",,R5257S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5258S,"Sustainable biofuels Annex IX, Part A (f) - from animal manure and sewage sludge",,R5258S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5259S,"Sustainable biofuels Annex IX, Part A (g) - from palm oil effluent and empty palm fruit bunches",,R5259S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5260S,"Sustainable biofuels Annex IX, Part A (h) - from tall oil pitch",,R5260S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5261S,"Sustainable biofuels Annex IX, Part A (i) - from crude glycerine",,R5261S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5262S,"Sustainable biofuels Annex IX, Part A (j) - from bagasse",,R5262S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5263S,"Sustainable biofuels Annex IX, Part A (k) - from grape marcs and wine lees",,R5263S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5264S,"Sustainable biofuels Annex IX, Part A (l) - from nut shells",,R5264S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5265S,"Sustainable biofuels Annex IX, Part A (m) - from husks",,R5265S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5266S,"Sustainable biofuels Annex IX, Part A (n) - from cobs cleaned of kernels of corn",,R5266S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5267S,"Sustainable biofuels Annex IX, Part A (o) - from biomass fraction of wastes and residues from forestry and forest-based industries",,R5267S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5268S,"Sustainable biofuels Annex IX, Part A (p) - from other non-food cellulosic material - article 2 second paragraph point (s)",,R5268S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5269S,"Sustainable biofuels Annex IX, Part A (q) - from other ligno-cellulosic material - article 2 second paragraph point (r) except saw logs and veneer logs",,R5269S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5270S,"Sustainable biofuels Annex IX, Part A (r) - from renewable liquid and gaseous transport fuels of non-biological origin",,R5270S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5271S,"Sustainable biofuels Annex IX, Part A (s) - from carbon capture and utilisation for transport purposes, if the energy source is renewable - article 2 second paragraph point (a)",,R5271S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5272S,"Sustainable biofuels Annex IX, Part A (t) - from bacteria, if the energy source is renewable - article 2 second paragraph point (a)",,R5272S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5273S,"Sustainable biofuels Annex IX, Part B",,R5273S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5274S,"Sustainable biofuels Annex IX, Part B (a) - from used cooking oil",,R5274S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5275S,"Sustainable biofuels Annex IX, Part B (b) - from animal fats classified as categories 1 and 2 (Regulation (EC) No 1069/2009)",,R5275S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5276S,"Sustainable biofuels 3(4)d first paragraph - from cereal and other starch-rich crops, sugars and oil crops and from crops grown as main crops primarily for energy purposes on agricultural land",,R5276S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5277S,"Sustainable biofuels 3(4)d third paragraph, subsection (i) and (ii)",,R5277S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5278S,Sustainable biofuels - other,,R5278S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5279S,Grandfathered biofuels,,R5279S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5292,Bioliquids,,R5292,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5292P,Pure bioliquids,,R5292P,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5292B,Blended bioliquids (only bio-part),,R5292B,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5292S,Sustainable bioliquids,,R5292S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5292SP,Sustainable pure bioliquids,,R5292SP,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5292SB,Sustainable blended bioliquids (only bio-part),,R5292SB,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5293S,Sustainable bioliquids from non-food sources,,R5293S,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5293SP,Sustainable pure bioliquids from non-food sources,,R5293SP,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/R5293SB,Sustainable blended bioliquids (only bio-part) from non-food sources,,R5293SB,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/E7100,Electricity - renewable,,E7100,valid,29/04/2020
http://dd.eionet.europa.eu/vocabulary/eurostat/siec/E7200,Electricity - non-renewable,,E7200,valid,29/04/2020
